aluno_id,ano_letivo,escola,serie,turno,idade,sexo,renda_familiar,escolaridade_pais,acesso_internet,frequencia_pct,nota_matematica,nota_portugues,nota_media_geral
ALU-12411,2023,Escola Delta,9º Ano,Tarde,21,F,2-3 SM,Superior Completo,1,90.1,50.3,58.2,54.2
ALU-12412,2023,Escola Delta,9º Ano,Tarde,19,F,1-2 SM,Superior Completo,1,91.8,82.6,65.5,74.1
ALU-12413,2023,Escola Delta,9º Ano,Tarde,20,M,3-5 SM,Superior Completo,1,90.6,72.9,70.7,71.8
ALU-12414,2023,Escola Delta,9º Ano,Tarde,21,M,1-2 SM,Fundamental Completo,1,87.0,91.9,63.1,77.5
ALU-12415,2023,Escola Delta,9º Ano,Tarde,21,M,1-2 SM,Superior Completo,1,91.8,57.6,67.2,62.4
ALU-12416,2023,Escola Delta,9º Ano,Tarde,21,M,1-2 SM,Médio Completo,0,87.5,50.2,48.6,49.4
ALU-12417,2023,Escola Delta,9º Ano,Tarde,21,M,2-3 SM,Médio Completo,0,91.6,51.1,50.1,50.6
ALU-12418,2023,Escola Delta,9º Ano,Tarde,20,F,2-3 SM,Médio Completo,1,80.7,64.4,86.4,75.4
ALU-12419,2023,Escola Delta,9º Ano,Tarde,21,F,1-2 SM,Médio Completo,0,83.9,51.4,63.5,57.4
ALU-12420,2023,Escola Delta,9º Ano,Tarde,19,M,1-2 SM,Médio Completo,1,93.6,56.1,52.7,54.4
ALU-12421,2023,Escola Delta,9º Ano,Tarde,19,F,5+ SM,Pós-graduação,1,91.0,39.8,84.5,62.2
ALU-12422,2023,Escola Delta,9º Ano,Tarde,20,M,3-5 SM,Médio Completo,1,78.5,66.5,48.3,57.4
ALU-12423,2023,Escola Delta,9º Ano,Tarde,19,F,Até 1 SM,Superior Completo,1,91.7,67.7,64.0,65.9
ALU-12424,2023,Escola Delta,9º Ano,Tarde,19,M,2-3 SM,Superior Completo,1,62.1,62.5,46.6,54.5
ALU-12425,2023,Escola Delta,9º Ano,Tarde,21,F,2-3 SM,Fundamental Incompleto,0,90.1,35.6,81.1,58.4
ALU-12426,2023,Escola Delta,9º Ano,Tarde,20,M,1-2 SM,Superior Completo,0,69.2,67.2,39.4,53.3
ALU-12427,2023,Escola Delta,1º Médio,Manhã,16,M,3-5 SM,Superior Completo,1,76.9,62.5,69.3,65.9
ALU-12428,2023,Escola Delta,1º Médio,Manhã,15,M,,Fundamental Completo,1,72.7,55.4,16.7,36.1
ALU-12429,2023,Escola Delta,1º Médio,Manhã,15,M,5+ SM,Fundamental Completo,1,92.2,63.8,68.7,66.3
ALU-12430,2023,Escola Delta,1º Médio,Manhã,15,F,Até 1 SM,Superior Completo,0,93.0,64.5,70.7,67.6
ALU-12431,2023,Escola Delta,1º Médio,Manhã,15,F,1-2 SM,Médio Completo,1,96.8,60.6,55.5,58.1
ALU-12432,2023,Escola Delta,1º Médio,Manhã,16,M,1-2 SM,Médio Completo,1,79.0,78.7,54.0,66.3
ALU-12433,2023,Escola Delta,1º Médio,Manhã,15,M,2-3 SM,Médio Completo,1,100.0,46.9,68.0,57.4
ALU-12434,2023,Escola Delta,1º Médio,Manhã,16,M,Até 1 SM,Fundamental Completo,1,89.4,53.7,59.4,56.5
ALU-12435,2023,Escola Delta,1º Médio,Manhã,15,F,1-2 SM,Médio Completo,1,82.5,51.7,65.8,58.8
ALU-12436,2023,Escola Delta,1º Médio,Manhã,16,F,1-2 SM,Superior Completo,1,89.5,58.2,64.6,61.4
ALU-12437,2023,Escola Delta,1º Médio,Manhã,15,F,1-2 SM,Médio Completo,0,100.0,33.3,51.2,42.3
ALU-12438,2023,Escola Delta,1º Médio,Manhã,15,F,1-2 SM,Fundamental Incompleto,1,85.7,72.2,84.0,78.1
ALU-12439,2023,Escola Delta,1º Médio,Manhã,16,F,5+ SM,Superior Completo,1,92.3,60.7,74.2,67.5
ALU-12440,2023,Escola Delta,1º Médio,Manhã,16,M,3-5 SM,Superior Completo,1,100.0,61.8,80.5,71.1
ALU-12441,2023,Escola Delta,1º Médio,Manhã,15,F,3-5 SM,Médio Completo,1,74.5,42.1,65.5,53.8
ALU-12442,2023,Escola Delta,1º Médio,Manhã,15,M,,Superior Completo,1,76.2,56.7,78.9,67.8
ALU-12443,2023,Escola Delta,1º Médio,Manhã,15,F,Até 1 SM,Superior Completo,1,87.6,100.0,55.8,77.9
ALU-12444,2023,Escola Delta,1º Médio,Manhã,16,M,2-3 SM,Pós-graduação,1,79.9,38.7,76.8,57.8
ALU-12445,2023,Escola Delta,1º Médio,Manhã,15,F,1-2 SM,Pós-graduação,1,99.9,66.0,71.4,68.7
ALU-12446,2023,Escola Delta,1º Médio,Manhã,16,M,5+ SM,Médio Completo,1,75.8,62.2,60.2,61.2
ALU-12447,2023,Escola Delta,1º Médio,Manhã,15,F,2-3 SM,Médio Completo,1,100.0,56.0,69.4,62.7
ALU-12448,2023,Escola Delta,1º Médio,Manhã,16,M,1-2 SM,,1,88.3,76.7,84.0,80.4
ALU-12449,2023,Escola Delta,1º Médio,Manhã,15,M,3-5 SM,Fundamental Completo,1,52.7,46.7,77.6,62.1
ALU-12450,2023,Escola Delta,1º Médio,Manhã,15,F,2-3 SM,Fundamental Incompleto,0,66.6,59.0,41.4,50.2
ALU-12451,2023,Escola Delta,1º Médio,Manhã,15,F,Até 1 SM,Fundamental Completo,1,81.4,46.4,71.9,59.1
ALU-12452,2023,Escola Delta,1º Médio,Manhã,15,M,,Superior Completo,1,83.5,60.7,67.5,64.1
ALU-12453,2023,Escola Delta,1º Médio,Manhã,16,M,5+ SM,Médio Completo,1,82.0,78.9,60.8,69.9
ALU-12454,2023,Escola Delta,1º Médio,Manhã,16,M,2-3 SM,Superior Completo,1,86.3,77.8,71.0,74.4
ALU-12455,2023,Escola Delta,1º Médio,Manhã,15,M,2-3 SM,Superior Completo,0,71.8,36.3,37.3,36.8
ALU-12456,2023,Escola Delta,1º Médio,Manhã,15,M,5+ SM,Médio Completo,0,78.8,64.1,46.8,55.5
ALU-12457,2023,Escola Delta,1º Médio,Manhã,16,M,1-2 SM,Médio Completo,1,100.0,61.0,56.9,58.9
ALU-12458,2023,Escola Delta,1º Médio,Manhã,16,F,3-5 SM,Fundamental Incompleto,1,87.8,67.7,70.0,68.8
ALU-12459,2023,Escola Delta,1º Médio,Manhã,16,M,1-2 SM,Fundamental Completo,1,69.5,42.6,41.2,41.9
ALU-12460,2023,Escola Delta,1º Médio,Manhã,16,M,3-5 SM,Médio Completo,1,100.0,71.6,53.4,62.5
ALU-12461,2023,Escola Delta,1º Médio,Manhã,16,F,3-5 SM,Pós-graduação,1,90.4,69.1,86.9,78.0
ALU-12462,2023,Escola Delta,1º Médio,Manhã,16,M,3-5 SM,Fundamental Completo,1,86.9,71.0,70.0,70.5
ALU-12463,2023,Escola Delta,1º Médio,Manhã,16,F,1-2 SM,Superior Completo,0,89.8,67.8,79.8,73.8
ALU-12464,2023,Escola Delta,1º Médio,Manhã,15,F,2-3 SM,Fundamental Completo,1,92.2,94.3,55.1,74.7
ALU-12465,2023,Escola Delta,1º Médio,Manhã,16,F,3-5 SM,Fundamental Completo,1,72.9,52.5,45.9,49.2
ALU-12466,2023,Escola Delta,1º Médio,Tarde,15,M,Até 1 SM,Médio Completo,1,90.4,46.0,43.3,44.7
ALU-12467,2023,Escola Delta,1º Médio,Tarde,15,F,1-2 SM,Fundamental Incompleto,0,95.8,35.7,63.6,49.7
ALU-12468,2023,Escola Delta,1º Médio,Tarde,16,M,Até 1 SM,Fundamental Completo,1,84.2,53.1,50.6,51.9
ALU-12469,2023,Escola Delta,1º Médio,Tarde,16,F,Até 1 SM,Médio Completo,1,98.8,71.5,63.3,67.4
ALU-12470,2023,Escola Delta,1º Médio,Tarde,16,F,1-2 SM,Médio Completo,1,80.7,64.2,60.7,62.4
ALU-12471,2023,Escola Delta,1º Médio,Tarde,15,M,,Superior Completo,1,79.1,63.6,64.0,63.8
ALU-12472,2023,Escola Delta,1º Médio,Tarde,16,M,Até 1 SM,Fundamental Completo,1,98.1,65.5,57.7,61.6
ALU-12473,2023,Escola Delta,1º Médio,Tarde,16,F,5+ SM,Fundamental Incompleto,1,87.8,52.2,48.3,50.3
ALU-12474,2023,Escola Delta,1º Médio,Tarde,16,M,2-3 SM,Médio Completo,1,98.9,74.5,60.8,67.6
ALU-12475,2023,Escola Delta,1º Médio,Tarde,16,F,3-5 SM,Médio Completo,1,79.1,54.0,73.7,63.9
ALU-12476,2023,Escola Delta,1º Médio,Tarde,16,M,2-3 SM,Pós-graduação,0,85.4,42.8,62.1,52.4
ALU-12477,2023,Escola Delta,1º Médio,Tarde,16,F,,Superior Completo,1,64.9,59.0,26.9,42.9
ALU-12478,2023,Escola Delta,1º Médio,Tarde,16,F,3-5 SM,Fundamental Completo,0,92.4,83.5,49.7,66.6
ALU-12479,2023,Escola Delta,1º Médio,Tarde,16,F,,Fundamental Completo,1,71.2,52.2,39.5,45.9
ALU-12480,2023,Escola Delta,1º Médio,Tarde,15,M,2-3 SM,Superior Completo,1,78.5,92.2,45.8,69.0
ALU-12481,2023,Escola Delta,1º Médio,Tarde,15,M,Até 1 SM,Médio Completo,1,97.1,38.3,58.8,48.5
ALU-12482,2023,Escola Delta,1º Médio,Tarde,16,F,2-3 SM,Superior Completo,0,87.8,48.2,96.4,72.3
ALU-12483,2023,Escola Delta,1º Médio,Tarde,15,F,1-2 SM,Superior Completo,1,88.7,67.5,67.2,67.4
ALU-12484,2023,Escola Delta,1º Médio,Tarde,16,F,3-5 SM,Pós-graduação,1,98.9,55.0,82.0,68.5
ALU-12485,2023,Escola Delta,1º Médio,Tarde,16,F,5+ SM,Superior Completo,0,94.3,68.7,68.5,68.6
ALU-12486,2023,Escola Delta,1º Médio,Tarde,16,M,3-5 SM,Fundamental Completo,1,82.0,66.9,72.1,69.5
ALU-12487,2023,Escola Delta,1º Médio,Tarde,16,M,1-2 SM,Pós-graduação,1,81.2,60.3,63.0,61.7
ALU-12488,2023,Escola Delta,1º Médio,Tarde,16,F,1-2 SM,Superior Completo,1,83.4,65.2,64.9,65.0
ALU-12489,2023,Escola Delta,1º Médio,Tarde,16,M,,Superior Completo,1,79.5,59.2,59.3,59.3
ALU-12490,2023,Escola Delta,1º Médio,Tarde,15,M,2-3 SM,Fundamental Completo,1,79.1,69.0,63.9,66.4
ALU-12491,2023,Escola Delta,1º Médio,Tarde,16,F,,Médio Completo,1,78.8,64.7,57.9,61.3
ALU-12492,2023,Escola Delta,1º Médio,Tarde,15,M,1-2 SM,Médio Completo,1,78.9,34.7,46.7,40.7
ALU-12493,2023,Escola Delta,2º Médio,Manhã,17,M,5+ SM,Pós-graduação,0,77.0,64.7,77.5,71.1
ALU-12494,2023,Escola Delta,2º Médio,Manhã,16,F,Até 1 SM,Superior Completo,1,83.9,92.6,85.7,89.1
ALU-12495,2023,Escola Delta,2º Médio,Manhã,16,M,5+ SM,Fundamental Completo,1,97.7,58.7,67.6,63.2
ALU-12496,2023,Escola Delta,2º Médio,Manhã,17,F,1-2 SM,Pós-graduação,1,98.2,61.4,58.8,60.1
ALU-12497,2023,Escola Delta,2º Médio,Manhã,17,M,2-3 SM,Superior Completo,1,94.3,72.1,71.3,71.7
ALU-12498,2023,Escola Delta,2º Médio,Manhã,17,M,3-5 SM,Pós-graduação,1,72.2,62.5,65.8,64.2
ALU-12499,2023,Escola Delta,2º Médio,Manhã,17,M,1-2 SM,Pós-graduação,0,96.6,59.9,44.5,52.2
ALU-12500,2023,Escola Delta,2º Médio,Manhã,17,M,5+ SM,Médio Completo,1,79.4,81.7,53.8,67.8
ALU-12501,2023,Escola Delta,2º Médio,Manhã,17,M,3-5 SM,,0,90.6,77.9,64.6,71.2
ALU-12502,2023,Escola Delta,2º Médio,Manhã,16,M,3-5 SM,Médio Completo,1,78.2,73.7,68.3,71.0
ALU-12503,2023,Escola Delta,2º Médio,Manhã,17,M,3-5 SM,Médio Completo,1,96.7,64.9,84.4,74.6
ALU-12504,2023,Escola Delta,2º Médio,Manhã,16,M,1-2 SM,Superior Completo,1,77.0,78.8,65.7,72.2
ALU-12505,2023,Escola Delta,2º Médio,Manhã,16,M,5+ SM,Médio Completo,1,89.1,72.6,77.8,75.2
ALU-12506,2023,Escola Delta,2º Médio,Manhã,16,F,1-2 SM,Fundamental Incompleto,1,95.4,63.2,56.3,59.8
ALU-12507,2023,Escola Delta,2º Médio,Manhã,16,F,1-2 SM,Superior Completo,1,66.5,10.6,38.0,24.3
ALU-12508,2023,Escola Delta,2º Médio,Manhã,17,F,2-3 SM,Superior Completo,1,81.0,58.4,61.1,59.8
ALU-12509,2023,Escola Delta,2º Médio,Manhã,17,F,3-5 SM,Fundamental Completo,0,92.5,58.0,83.6,70.8
ALU-12510,2023,Escola Delta,2º Médio,Manhã,16,F,1-2 SM,Fundamental Incompleto,0,66.3,58.0,29.7,43.8
ALU-12511,2023,Escola Delta,2º Médio,Manhã,17,F,3-5 SM,Pós-graduação,1,85.9,65.1,58.8,61.9
ALU-12512,2023,Escola Delta,2º Médio,Manhã,16,M,2-3 SM,Fundamental Incompleto,1,81.5,54.9,65.8,60.3
ALU-12513,2023,Escola Delta,2º Médio,Manhã,17,F,1-2 SM,Fundamental Completo,1,87.2,40.8,67.3,54.0
ALU-12514,2023,Escola Delta,2º Médio,Manhã,17,M,1-2 SM,Fundamental Incompleto,0,68.0,45.8,41.9,43.8
ALU-12515,2023,Escola Delta,2º Médio,Manhã,17,F,Até 1 SM,Médio Completo,0,86.8,63.7,62.8,63.3
ALU-12516,2023,Escola Delta,2º Médio,Manhã,17,F,1-2 SM,Médio Completo,0,88.3,55.0,48.6,51.8
ALU-12517,2023,Escola Delta,2º Médio,Manhã,17,F,1-2 SM,Fundamental Completo,1,73.5,23.1,51.6,37.3
ALU-12518,2023,Escola Delta,2º Médio,Manhã,16,M,5+ SM,Médio Completo,0,100.0,37.9,58.9,48.4
ALU-12519,2023,Escola Delta,2º Médio,Manhã,17,F,Até 1 SM,Fundamental Completo,1,87.2,77.4,57.1,67.2
ALU-12520,2023,Escola Delta,2º Médio,Manhã,17,F,1-2 SM,Superior Completo,0,79.3,41.4,69.3,55.3
ALU-12521,2023,Escola Delta,2º Médio,Manhã,16,F,1-2 SM,Médio Completo,1,85.9,49.4,73.2,61.3
ALU-12522,2023,Escola Delta,2º Médio,Manhã,17,M,Até 1 SM,Superior Completo,0,80.3,57.6,60.7,59.2
ALU-12523,2023,Escola Delta,2º Médio,Manhã,16,F,1-2 SM,Médio Completo,1,83.7,55.1,65.3,60.2
ALU-12524,2023,Escola Delta,2º Médio,Manhã,16,M,1-2 SM,Superior Completo,1,74.6,55.2,39.9,47.6
ALU-12525,2023,Escola Delta,2º Médio,Manhã,16,F,2-3 SM,Fundamental Completo,0,81.3,32.2,43.8,38.0
ALU-12526,2023,Escola Delta,2º Médio,Manhã,17,F,1-2 SM,Pós-graduação,1,94.8,73.2,91.0,82.1
ALU-12527,2023,Escola Delta,2º Médio,Manhã,16,M,Até 1 SM,Fundamental Completo,1,76.1,44.4,56.4,50.4
ALU-12528,2023,Escola Delta,2º Médio,Manhã,16,M,3-5 SM,Fundamental Completo,0,100.0,84.3,58.0,71.1
ALU-12529,2023,Escola Delta,2º Médio,Manhã,16,F,1-2 SM,Médio Completo,1,70.3,40.6,37.3,39.0
ALU-12530,2023,Escola Delta,2º Médio,Manhã,17,M,2-3 SM,Médio Completo,1,79.3,69.8,74.3,72.0
ALU-12531,2023,Escola Delta,2º Médio,Tarde,16,M,2-3 SM,Pós-graduação,0,85.1,63.5,56.4,59.9
ALU-12532,2023,Escola Delta,2º Médio,Tarde,16,M,,Médio Completo,1,91.0,72.6,79.4,76.0
ALU-12533,2023,Escola Delta,2º Médio,Tarde,17,M,1-2 SM,Superior Completo,1,84.5,43.9,80.6,62.2
ALU-12534,2023,Escola Delta,2º Médio,Tarde,17,F,1-2 SM,Fundamental Completo,1,92.9,48.6,62.2,55.4
ALU-12535,2023,Escola Delta,2º Médio,Tarde,17,F,Até 1 SM,Fundamental Completo,1,77.0,54.0,56.2,55.1
ALU-12536,2023,Escola Delta,2º Médio,Tarde,17,F,Até 1 SM,Médio Completo,1,85.3,85.0,65.6,75.3
ALU-12537,2023,Escola Delta,2º Médio,Tarde,17,F,1-2 SM,Superior Completo,1,99.3,61.8,62.2,62.0
ALU-12538,2023,Escola Delta,2º Médio,Tarde,17,F,Até 1 SM,Fundamental Completo,0,66.7,27.1,42.6,34.9
ALU-12539,2023,Escola Delta,2º Médio,Tarde,16,M,Até 1 SM,Médio Completo,1,68.6,26.5,59.1,42.8
ALU-12540,2023,Escola Delta,2º Médio,Tarde,17,M,1-2 SM,Médio Completo,1,82.6,54.5,60.2,57.4
ALU-12541,2023,Escola Delta,2º Médio,Tarde,17,M,3-5 SM,Médio Completo,0,75.3,62.6,60.1,61.3
ALU-12542,2023,Escola Delta,2º Médio,Tarde,16,F,1-2 SM,Médio Completo,1,81.4,62.4,60.1,61.3
ALU-12543,2023,Escola Delta,2º Médio,Tarde,17,F,1-2 SM,Fundamental Completo,0,79.5,45.1,83.8,64.5
ALU-12544,2023,Escola Delta,2º Médio,Tarde,17,F,3-5 SM,Fundamental Completo,1,81.5,83.1,64.7,73.9
ALU-12545,2023,Escola Delta,2º Médio,Tarde,17,M,1-2 SM,Médio Completo,1,94.4,65.4,53.2,59.3
ALU-12546,2023,Escola Delta,2º Médio,Tarde,17,F,5+ SM,Superior Completo,1,100.0,67.1,82.8,74.9
ALU-12547,2023,Escola Delta,2º Médio,Tarde,16,M,Até 1 SM,Fundamental Completo,1,100.0,72.9,66.5,69.7
ALU-12548,2023,Escola Delta,2º Médio,Tarde,17,F,5+ SM,Fundamental Incompleto,1,78.1,71.2,62.3,66.7
ALU-12549,2023,Escola Delta,2º Médio,Tarde,17,F,3-5 SM,Médio Completo,1,68.2,50.7,49.7,50.2
ALU-12550,2023,Escola Delta,2º Médio,Tarde,16,M,1-2 SM,Fundamental Completo,1,68.7,46.5,53.2,49.9
ALU-12551,2023,Escola Delta,2º Médio,Tarde,16,M,3-5 SM,Fundamental Completo,1,91.9,60.0,63.6,61.8
ALU-12552,2023,Escola Delta,2º Médio,Tarde,16,M,2-3 SM,Médio Completo,0,94.8,62.9,73.2,68.0
ALU-12553,2023,Escola Delta,2º Médio,Tarde,16,F,Até 1 SM,Superior Completo,1,99.0,54.7,67.9,61.3
ALU-12554,2023,Escola Delta,2º Médio,Tarde,17,F,,Médio Completo,1,78.9,49.4,51.0,50.2
ALU-12555,2023,Escola Delta,2º Médio,Tarde,17,M,5+ SM,Superior Completo,1,99.0,74.8,83.1,79.0
ALU-12556,2023,Escola Delta,2º Médio,Tarde,16,M,,Fundamental Completo,0,68.3,36.6,58.5,47.5
ALU-12557,2023,Escola Delta,2º Médio,Tarde,17,F,1-2 SM,Médio Completo,1,83.4,77.0,61.4,69.2
ALU-12558,2023,Escola Delta,2º Médio,Tarde,16,M,1-2 SM,Fundamental Completo,1,84.6,70.8,52.9,61.8
ALU-12559,2023,Escola Delta,2º Médio,Tarde,16,F,Até 1 SM,Fundamental Completo,1,80.6,83.1,67.9,75.5
ALU-12560,2023,Escola Delta,2º Médio,Tarde,17,M,3-5 SM,Superior Completo,1,66.4,49.3,58.5,53.9
ALU-12561,2023,Escola Delta,2º Médio,Tarde,16,F,2-3 SM,Superior Completo,0,91.8,53.5,63.4,58.4
ALU-12562,2023,Escola Delta,2º Médio,Tarde,16,M,1-2 SM,Médio Completo,1,84.6,71.6,51.6,61.6
ALU-12563,2023,Escola Delta,2º Médio,Tarde,16,F,3-5 SM,Fundamental Completo,1,90.0,45.9,69.1,57.5
ALU-12564,2023,Escola Delta,3º Médio,Manhã,18,F,1-2 SM,Médio Completo,1,100.0,59.7,54.9,57.3
ALU-12565,2023,Escola Delta,3º Médio,Manhã,17,F,2-3 SM,Fundamental Incompleto,1,95.4,71.9,58.8,65.3
ALU-12566,2023,Escola Delta,3º Médio,Manhã,17,M,3-5 SM,Fundamental Incompleto,1,94.8,62.4,55.2,58.8
ALU-12567,2023,Escola Delta,3º Médio,Manhã,17,F,,Médio Completo,1,74.0,27.1,65.4,46.3
ALU-12568,2023,Escola Delta,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,1,82.8,61.8,54.9,58.4
ALU-12569,2023,Escola Delta,3º Médio,Manhã,18,F,Até 1 SM,Superior Completo,1,90.4,69.1,55.0,62.0
ALU-12570,2023,Escola Delta,3º Médio,Manhã,17,M,1-2 SM,Pós-graduação,1,74.9,64.5,38.9,51.7
ALU-12571,2023,Escola Delta,3º Médio,Manhã,17,F,5+ SM,Superior Completo,0,81.3,61.5,61.2,61.3
ALU-12572,2023,Escola Delta,3º Médio,Manhã,18,M,1-2 SM,Fundamental Incompleto,1,85.9,68.5,56.1,62.3
ALU-12573,2023,Escola Delta,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,0,70.9,39.5,49.3,44.4
ALU-12574,2023,Escola Delta,3º Médio,Manhã,18,F,3-5 SM,Médio Completo,0,85.0,49.1,66.1,57.6
ALU-12575,2023,Escola Delta,3º Médio,Manhã,18,M,2-3 SM,Fundamental Incompleto,1,77.0,58.9,70.2,64.6
ALU-12576,2023,Escola Delta,3º Médio,Manhã,17,F,3-5 SM,Fundamental Incompleto,0,82.8,52.2,58.1,55.1
ALU-12577,2023,Escola Delta,3º Médio,Manhã,18,F,3-5 SM,Médio Completo,1,73.6,38.7,58.1,48.4
ALU-12578,2023,Escola Delta,3º Médio,Manhã,17,F,2-3 SM,Fundamental Completo,1,77.9,44.5,55.6,50.1
ALU-12579,2023,Escola Delta,3º Médio,Manhã,17,F,1-2 SM,Pós-graduação,1,82.1,68.6,64.0,66.3
ALU-12580,2023,Escola Delta,3º Médio,Manhã,17,F,1-2 SM,Superior Completo,1,81.6,50.3,58.9,54.6
ALU-12581,2023,Escola Delta,3º Médio,Manhã,18,F,Até 1 SM,Fundamental Completo,1,98.4,80.4,54.4,67.4
ALU-12582,2023,Escola Delta,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,1,81.6,45.7,66.0,55.8
ALU-12583,2023,Escola Delta,3º Médio,Manhã,18,M,1-2 SM,Médio Completo,0,81.5,34.6,67.6,51.1
ALU-12584,2023,Escola Delta,3º Médio,Manhã,17,M,2-3 SM,Médio Completo,1,88.8,58.5,65.2,61.9
ALU-12585,2023,Escola Delta,3º Médio,Manhã,17,F,5+ SM,Superior Completo,1,80.0,53.9,76.3,65.1
ALU-12586,2023,Escola Delta,3º Médio,Manhã,18,F,3-5 SM,Médio Completo,1,77.5,70.2,57.8,64.0
ALU-12587,2023,Escola Delta,3º Médio,Manhã,17,F,1-2 SM,Fundamental Incompleto,1,79.9,42.3,75.2,58.8
ALU-12588,2023,Escola Delta,3º Médio,Manhã,17,F,1-2 SM,Superior Completo,1,78.7,74.6,53.0,63.8
ALU-12589,2023,Escola Delta,3º Médio,Manhã,17,F,Até 1 SM,Superior Completo,0,68.1,37.3,42.6,39.9
ALU-12590,2023,Escola Delta,3º Médio,Manhã,17,M,3-5 SM,Fundamental Incompleto,0,75.5,48.2,61.4,54.8
ALU-12591,2023,Escola Delta,3º Médio,Manhã,18,F,2-3 SM,Fundamental Incompleto,1,98.5,67.3,40.9,54.1
ALU-12592,2023,Escola Delta,3º Médio,Manhã,18,F,5+ SM,Pós-graduação,1,85.9,74.9,85.9,80.4
ALU-12593,2023,Escola Delta,3º Médio,Manhã,17,M,2-3 SM,Médio Completo,1,92.9,64.5,59.1,61.8
ALU-12594,2023,Escola Delta,3º Médio,Manhã,18,M,1-2 SM,Pós-graduação,1,80.6,45.6,55.7,50.6
ALU-12595,2023,Escola Delta,3º Médio,Manhã,17,F,5+ SM,Médio Completo,1,73.0,58.4,75.3,66.8
ALU-12596,2023,Escola Delta,3º Médio,Manhã,18,F,1-2 SM,Médio Completo,1,80.9,63.3,62.9,63.1
ALU-12597,2023,Escola Delta,3º Médio,Manhã,17,F,,Médio Completo,1,70.1,52.7,38.4,45.5
ALU-12598,2023,Escola Delta,3º Médio,Manhã,18,F,3-5 SM,Pós-graduação,1,60.1,48.6,64.1,56.4
ALU-12599,2023,Escola Delta,3º Médio,Manhã,17,F,5+ SM,Superior Completo,1,75.3,59.6,76.7,68.1
ALU-12600,2023,Escola Delta,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,0,81.6,73.2,35.4,54.3
ALU-12601,2023,Escola Delta,3º Médio,Manhã,18,F,1-2 SM,Superior Completo,1,79.2,65.7,71.4,68.6
ALU-12602,2023,Escola Delta,3º Médio,Manhã,18,F,2-3 SM,Médio Completo,1,69.1,46.7,25.9,36.3
ALU-12603,2023,Escola Delta,3º Médio,Tarde,18,M,2-3 SM,Fundamental Completo,1,77.3,58.1,56.0,57.0
ALU-12604,2023,Escola Delta,3º Médio,Tarde,18,M,1-2 SM,Fundamental Incompleto,1,87.0,63.4,85.4,74.4
ALU-12605,2023,Escola Delta,3º Médio,Tarde,17,M,2-3 SM,Fundamental Completo,1,71.5,52.5,53.4,53.0
ALU-12606,2023,Escola Delta,3º Médio,Tarde,17,M,1-2 SM,Superior Completo,0,72.8,59.4,60.8,60.1
ALU-12607,2023,Escola Delta,3º Médio,Tarde,17,F,1-2 SM,Médio Completo,1,88.3,72.4,82.6,77.5
ALU-12608,2023,Escola Delta,3º Médio,Tarde,17,F,2-3 SM,Fundamental Incompleto,0,81.9,31.3,36.8,34.1
ALU-12609,2023,Escola Delta,3º Médio,Tarde,18,F,,Fundamental Completo,1,71.1,55.5,32.5,44.0
ALU-12610,2023,Escola Delta,3º Médio,Tarde,17,M,1-2 SM,Fundamental Incompleto,1,77.8,56.8,62.0,59.4
ALU-12611,2023,Escola Delta,3º Médio,Tarde,17,M,,Médio Completo,1,88.3,58.2,47.4,52.8
ALU-12612,2023,Escola Delta,3º Médio,Tarde,17,F,2-3 SM,Fundamental Completo,1,77.1,52.3,64.6,58.4
ALU-12613,2023,Escola Delta,3º Médio,Tarde,18,M,1-2 SM,Superior Completo,1,89.7,45.8,73.8,59.8
ALU-12614,2023,Escola Delta,3º Médio,Tarde,18,M,,Superior Completo,1,80.3,84.7,69.8,77.2
ALU-12615,2023,Escola Delta,3º Médio,Tarde,17,F,1-2 SM,Fundamental Completo,1,74.1,39.4,49.8,44.6
ALU-12616,2023,Escola Delta,3º Médio,Tarde,18,F,2-3 SM,Médio Completo,0,77.5,59.5,56.7,58.1
ALU-12617,2023,Escola Delta,3º Médio,Tarde,17,F,1-2 SM,Superior Completo,0,63.3,46.2,45.5,45.9
ALU-12618,2023,Escola Delta,3º Médio,Tarde,18,F,1-2 SM,Médio Completo,0,100.0,48.0,53.0,50.5
ALU-12619,2023,Escola Delta,3º Médio,Tarde,18,F,1-2 SM,Médio Completo,1,76.4,57.3,43.7,50.5
ALU-12620,2023,Escola Delta,3º Médio,Tarde,18,M,,Médio Completo,0,100.0,59.4,47.6,53.5
ALU-12621,2023,Escola Delta,3º Médio,Tarde,17,M,3-5 SM,Médio Completo,0,94.8,68.0,69.1,68.6
ALU-12622,2023,Escola Delta,3º Médio,Tarde,18,M,3-5 SM,Fundamental Completo,1,79.1,84.7,64.3,74.5
ALU-12623,2023,Escola Delta,3º Médio,Tarde,17,M,2-3 SM,Fundamental Completo,1,63.1,58.6,61.1,59.9
ALU-12624,2023,Escola Delta,3º Médio,Tarde,17,F,,Médio Completo,1,79.3,80.8,54.7,67.7
ALU-12625,2023,Escola Delta,3º Médio,Tarde,18,M,1-2 SM,Médio Completo,1,90.9,41.7,56.7,49.2
ALU-12626,2023,Escola Delta,3º Médio,Tarde,17,F,1-2 SM,Médio Completo,1,87.3,72.5,77.2,74.9
